2023-06-04 14:13:21.418,0,27,139
2023-06-04 14:13:21.491,0,26,140
2023-06-04 14:13:21.530,0,29,140
2023-06-04 14:13:21.612,0,26,138
2023-06-04 14:13:21.650,0,26,138
2023-06-04 14:13:21.682,0,25,126
2023-06-04 14:13:21.761,0,20,116
2023-06-04 14:13:21.800,0,26,115
2023-06-04 14:13:21.832,0,26,116
2023-06-04 14:13:21.895,0,27,114
2023-06-04 14:13:21.929,0,28,118
2023-06-04 14:13:21.978,0,30,125
2023-06-04 14:13:22.049,0,33,141
2023-06-04 14:13:22.081,0,36,130
2023-06-04 14:13:22.129,0,39,127
2023-06-04 14:13:22.179,0,40,128
2023-06-04 14:13:22.250,0,36,118
2023-06-04 14:13:22.283,0,43,109
2023-06-04 14:13:22.332,0,40,106
2023-06-04 14:13:22.402,0,42,102
2023-06-04 14:13:22.434,0,42,95
2023-06-04 14:13:22.482,0,42,93
2023-06-04 14:13:22.547,0,44,95
2023-06-04 14:13:22.585,0,66,101
2023-06-04 14:13:22.635,0,47,106
2023-06-04 14:13:22.716,0,52,111
2023-06-04 14:13:22.754,0,48,112
2023-06-04 14:13:22.787,0,49,112
2023-06-04 14:13:22.866,0,48,112
2023-06-04 14:13:22.898,0,52,106
2023-06-04 14:13:22.938,0,51,98
2023-06-04 14:13:23.006,0,49,88
2023-06-04 14:13:23.048,0,50,92
2023-06-04 14:13:23.087,0,50,89
2023-06-04 14:13:23.168,0,51,88
2023-06-04 14:13:23.208,0,54,96
2023-06-04 14:13:23.240,0,52,100
2023-06-04 14:13:23.312,0,56,105
2023-06-04 14:13:23.344,0,60,109
2023-06-04 14:13:23.391,0,62,107
2023-06-04 14:13:23.465,0,59,107
2023-06-04 14:13:23.505,0,57,93
2023-06-04 14:13:23.539,0,51,88
2023-06-04 14:13:23.594,0,52,81
2023-06-04 14:13:23.668,0,48,74
2023-06-04 14:13:23.708,0,50,71
2023-06-04 14:13:23.771,0,50,74
2023-06-04 14:13:23.804,0,48,76
2023-06-04 14:13:23.845,0,50,83
2023-06-04 14:13:23.897,0,51,86
2023-06-04 14:13:23.964,0,56,91
2023-06-04 14:13:24.003,0,57,92
2023-06-04 14:13:24.048,0,49,89
2023-06-04 14:13:24.114,0,57,115
2023-06-04 14:13:24.146,0,55,91
2023-06-04 14:13:24.200,0,50,75
2023-06-04 14:13:24.265,0,55,67
2023-06-04 14:13:24.299,0,46,66
2023-06-04 14:13:24.351,0,46,66
2023-06-04 14:13:24.415,0,46,66
2023-06-04 14:13:24.450,0,47,68
2023-06-04 14:13:24.498,0,50,81
2023-06-04 14:13:24.568,0,51,82
2023-06-04 14:13:24.603,0,51,86
2023-06-04 14:13:24.654,0,52,86
2023-06-04 14:13:24.731,0,47,85
2023-06-04 14:13:24.763,0,47,75
2023-06-04 14:13:24.805,0,46,68
2023-06-04 14:13:24.874,0,41,64
2023-06-04 14:13:24.906,0,54,63
2023-06-04 14:13:25.113,0,43,56
2023-06-04 14:13:25.186,0,51,81
2023-06-04 14:13:25.259,0,53,85
2023-06-04 14:13:25.309,0,53,88
2023-06-04 14:13:25.395,0,54,92
2023-06-04 14:13:25.427,0,57,83
2023-06-04 14:13:25.470,0,50,72
2023-06-04 14:13:25.538,0,44,71
2023-06-04 14:13:25.576,0,36,65
2023-06-04 14:13:25.623,0,45,66
2023-06-04 14:13:25.701,0,40,67
2023-06-04 14:13:25.731,0,45,72
2023-06-04 14:13:25.769,0,49,71
2023-06-04 14:13:25.833,0,49,85
2023-06-04 14:13:25.866,0,54,82
2023-06-04 14:13:25.914,0,52,83
2023-06-04 14:13:25.993,0,56,86
2023-06-04 14:13:26.032,0,52,76
2023-06-04 14:13:26.063,0,47,67
2023-06-04 14:13:26.136,0,43,60
2023-06-04 14:13:26.168,0,48,60
2023-06-04 14:13:26.216,0,49,60
2023-06-04 14:13:26.269,0,47,62
2023-06-04 14:13:26.346,0,43,68
2023-06-04 14:13:26.388,0,49,72
2023-06-04 14:13:26.470,0,50,95
2023-06-04 14:13:26.521,0,52,80
2023-06-04 14:13:26.571,0,48,81
2023-06-04 14:13:26.641,0,47,67
2023-06-04 14:13:26.673,0,45,62
2023-06-04 14:13:26.720,0,43,56
2023-06-04 14:13:26.804,0,42,52
2023-06-04 14:13:26.842,0,41,48
2023-06-04 14:13:26.873,0,42,49
2023-06-04 14:13:26.948,0,41,49
