2023-06-04 15:27:00.294,0,41,69,20,0
2023-06-04 15:27:00.364,0,43,73,20,0
2023-06-04 15:27:00.399,0,42,78,20,0
2023-06-04 15:27:00.449,0,46,83,21,0
2023-06-04 15:27:00.517,0,47,88,21,0
2023-06-04 15:27:00.550,0,48,91,21,0
2023-06-04 15:27:00.602,0,50,93,21,0
2023-06-04 15:27:00.662,0,52,98,22,0
2023-06-04 15:27:00.704,0,53,98,22,0
2023-06-04 15:27:00.753,0,51,105,23,0
2023-06-04 15:27:00.822,0,53,109,24,0
2023-06-04 15:27:00.857,0,55,120,24,0
2023-06-04 15:27:00.907,0,58,113,24,0
2023-06-04 15:27:00.968,0,56,119,26,0
2023-06-04 15:27:01.012,0,57,121,27,0
2023-06-04 15:27:01.063,0,61,125,27,0
2023-06-04 15:27:01.136,0,61,127,27,0
2023-06-04 15:27:01.169,0,61,129,28,0
2023-06-04 15:27:01.211,0,60,119,29,0
2023-06-04 15:27:01.278,0,62,130,29,0
2023-06-04 15:27:01.324,1,61,132,30,0
2023-06-04 15:27:01.368,1,63,132,30,0

