2023-06-04 15:26:53.216,0,25,102,0,0
2023-06-04 15:26:53.275,0,26,114,0,0
2023-06-04 15:26:53.330,0,20,102,0,0
2023-06-04 15:26:53.389,0,24,104,0,0
2023-06-04 15:26:53.433,0,27,108,1,0
2023-06-04 15:26:53.482,0,0,112,1,0
2023-06-04 15:26:53.531,0,27,116,1,0
2023-06-04 15:26:53.598,0,18,119,3,0
2023-06-04 15:26:53.634,0,27,119,3,0
2023-06-04 15:26:53.687,0,25,123,4,0
2023-06-04 15:26:53.745,0,25,126,4,0
2023-06-04 15:26:53.790,0,27,128,5,0
2023-06-04 15:26:53.840,0,27,131,5,0
2023-06-04 15:26:53.900,0,28,133,5,0
2023-06-04 15:26:53.941,0,34,140,5,0
2023-06-04 15:26:53.990,0,26,141,6,0
2023-06-04 15:26:54.063,0,25,141,6,0
2023-06-04 15:26:54.095,0,28,147,7,0
2023-06-04 15:26:54.146,0,27,143,7,0
2023-06-04 15:26:54.200,0,31,137,8,0
2023-06-04 15:26:54.243,0,35,141,9,0
2023-06-04 15:26:54.299,0,30,75,9,0
2023-06-04 15:26:54.364,0,38,138,9,0
2023-06-04 15:26:54.401,0,40,137,9,0
2023-06-04 15:26:54.451,0,41,135,9,0
2023-06-04 15:26:54.511,0,43,138,10,0
2023-06-04 15:26:54.553,0,45,137,10,0
2023-06-04 15:26:54.601,0,45,132,10,0
2023-06-04 15:26:54.677,0,46,131,10,0
2023-06-04 15:26:54.713,0,47,130,10,0
2023-06-04 15:26:54.753,0,46,133,10,0
2023-06-04 15:26:54.817,0,47,124,10,0
2023-06-04 15:26:54.861,0,67,128,10,0
2023-06-04 15:26:54.906,0,50,126,11,0
2023-06-04 15:26:54.977,0,49,126,12,0
2023-06-04 15:26:55.018,0,49,123,13,0
2023-06-04 15:26:55.060,0,52,126,13,0
2023-06-04 15:26:55.129,0,53,122,13,0
2023-06-04 15:26:55.165,0,48,120,14,0
2023-06-04 15:26:55.214,0,51,121,14,0
2023-06-04 15:26:55.263,0,51,121,15,0
2023-06-04 15:26:55.323,0,53,125,15,0
2023-06-04 15:26:55.369,0,54,123,15,0
2023-06-04 15:26:55.419,0,57,124,15,0
2023-06-04 15:26:55.479,0,58,122,15,0
2023-06-04 15:26:55.519,0,55,131,15,0
2023-06-04 15:26:55.572,0,55,121,16,0
2023-06-04 15:26:55.625,0,57,121,17,0
2023-06-04 15:26:55.671,0,51,119,18,0
2023-06-04 15:26:55.725,0,50,118,18,0
2023-06-04 15:26:55.780,0,56,118,18,0
2023-06-04 15:26:55.826,0,54,108,18,0
2023-06-04 15:26:55.877,0,56,95,19,0
2023-06-04 15:26:55.944,0,53,89,19,0
2023-06-04 15:26:55.979,0,50,85,19,0
2023-06-04 15:26:56.030,0,48,78,19,0
2023-06-04 15:26:56.085,0,51,71,19,0
2023-06-04 15:26:56.130,0,48,64,19,0
2023-06-04 15:26:56.181,0,44,58,19,0
2023-06-04 15:26:56.245,0,42,51,19,0
2023-06-04 15:26:56.284,0,40,46,19,0
2023-06-04 15:26:56.332,0,32,40,19,0
2023-06-04 15:26:56.399,0,37,37,19,0
2023-06-04 15:26:56.436,0,35,34,19,0
2023-06-04 15:26:56.485,0,36,33,19,0
2023-06-04 15:26:56.544,0,36,32,19,0
2023-06-04 15:26:56.588,0,30,34,19,0
2023-06-04 15:26:56.640,0,36,27,19,0
2023-06-04 15:26:56.699,0,29,25,19,0
2023-06-04 15:26:56.742,0,29,24,19,0
2023-06-04 15:26:56.791,0,28,24,19,0
2023-06-04 15:26:56.851,0,27,24,19,0
2023-06-04 15:26:56.891,0,30,24,19,0
2023-06-04 15:26:56.944,0,31,24,19,0
2023-06-04 15:26:56.995,0,31,26,19,0
2023-06-04 15:26:57.056,0,30,23,19,0
2023-06-04 15:26:57.098,0,32,25,20,0
2023-06-04 15:26:57.147,0,28,27,20,0
2023-06-04 15:26:57.208,0,32,26,20,0
2023-06-04 15:26:57.247,0,32,28,20,0
2023-06-04 15:26:57.298,0,31,27,20,0
2023-06-04 15:26:57.364,0,31,27,20,0
2023-06-04 15:26:57.403,0,35,30,20,0
2023-06-04 15:26:57.451,0,32,26,20,0
2023-06-04 15:26:57.515,0,30,20,20,0
2023-06-04 15:26:57.551,0,32,24,20,0
2023-06-04 15:26:57.601,0,28,27,20,0
2023-06-04 15:26:57.671,0,29,27,20,0
2023-06-04 15:26:57.707,0,30,25,20,0
2023-06-04 15:26:57.756,0,28,25,20,0
2023-06-04 15:26:57.817,0,29,24,20,0
2023-06-04 15:26:57.857,0,27,23,20,0
2023-06-04 15:26:57.906,0,31,26,20,0
2023-06-04 15:26:57.966,0,29,16,20,0
2023-06-04 15:26:58.009,0,27,24,20,0
2023-06-04 15:26:58.060,0,26,16,20,0
2023-06-04 15:26:58.120,0,38,21,20,0
2023-06-04 15:26:58.163,0,27,24,20,0
2023-06-04 15:26:58.214,0,28,28,20,0
2023-06-04 15:26:58.278,0,27,22,20,0
2023-06-04 15:26:58.316,0,30,25,20,0
2023-06-04 15:26:58.366,0,29,25,20,0
2023-06-04 15:26:58.423,0,30,25,20,0
2023-06-04 15:26:58.464,0,32,25,20,0
2023-06-04 15:26:58.519,0,27,24,20,0
2023-06-04 15:26:58.570,0,33,25,20,0
2023-06-04 15:26:58.641,0,30,26,20,0
2023-06-04 15:26:58.674,0,27,24,20,0
2023-06-04 15:26:58.723,0,28,28,20,0
2023-06-04 15:26:58.789,0,32,26,20,0
2023-06-04 15:26:58.833,0,29,33,20,0
2023-06-04 15:26:58.870,0,28,25,20,0
2023-06-04 15:26:58.931,0,27,24,20,0
2023-06-04 15:26:58.975,0,27,25,20,0
2023-06-04 15:26:59.026,0,29,26,20,0
2023-06-04 15:26:59.083,0,29,26,20,0
2023-06-04 15:26:59.129,0,28,23,20,0
2023-06-04 15:26:59.179,0,28,21,20,0
2023-06-04 15:26:59.243,0,29,26,20,0
2023-06-04 15:26:59.286,0,31,27,20,0
2023-06-04 15:26:59.331,0,30,27,20,0
2023-06-04 15:26:59.397,0,29,26,20,0
2023-06-04 15:26:59.432,0,29,25,20,0
2023-06-04 15:26:59.483,0,29,28,20,0
2023-06-04 15:26:59.554,0,29,28,20,0
2023-06-04 15:26:59.592,0,30,30,20,0
2023-06-04 15:26:59.637,0,30,30,20,0
2023-06-04 15:26:59.695,0,27,26,20,0
2023-06-04 15:26:59.738,0,29,32,20,0
2023-06-04 15:26:59.788,0,31,33,20,0
2023-06-04 15:26:59.855,0,32,38,20,0
2023-06-04 15:26:59.900,0,33,40,20,0
2023-06-04 15:26:59.944,0,31,40,20,0
2023-06-04 15:27:00.016,0,35,46,20,0
2023-06-04 15:27:00.056,0,34,49,20,0
2023-06-04 15:27:00.095,0,36,53,20,0
2023-06-04 15:27:00.156,0,38,58,20,0
2023-06-04 15:27:00.197,0,39,61,20,0
2023-06-04 15:27:00.248,0,40,65,20,0
